,0
533,5
534,1
535,11
536,10
537,8
538,11
539,9
540,11
541,6
542,7
543,8
544,4
545,7
546,8
547,3
548,8
549,11
550,4
551,6
552,5
553,6
554,8
555,3
556,7
557,5
558,2
559,8
560,7
561,5
562,4
563,2
564,7
565,4
566,3
567,6
568,2
569,5
570,4
571,3
572,4
573,2
574,4
575,3
576,3
577,6
578,0
579,1
580,2
581,1
582,2
583,3
584,3
585,3
586,2
587,1
588,5
589,3
590,3
591,4
592,4
593,1
594,2
595,1
596,1
597,1
598,2
599,1
600,1
601,1
602,4
603,3
604,2
605,3
606,1
607,3
608,1
609,1
610,3
611,1
612,2
613,0
614,0
615,2
616,0
617,1
618,2
619,1
620,1
621,1
622,0
623,1
624,2
625,0
626,0
627,0
628,1
629,1
630,1
631,0
632,0
633,0
634,1
635,0
636,1
637,1
638,0
639,0
640,0
641,0
642,2
643,0
644,0
645,0
646,1
647,1
648,0
649,0
650,0
651,1
652,1
653,0
654,0
655,1
656,1
657,0
658,1
659,0
660,0
661,1
662,0
663,1
664,1
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
